Sentiment,Sentiment_Polarity,Sentiment_Subjectivity,Rating,Review,Category,Size,Type,Price,Content Rating,Genres,Android Ver
2,0.8,0.75,4.0,great,15,3.8,0,0.0,2,59,8
2,1.0,1.0,4.0,wonderful,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,work zero,15,3.8,0,0.0,2,59,8
2,0.3499999999999999,0.6666666666666666,4.0,weight loss bad,15,3.8,0,0.0,2,59,8
2,1.0,0.65,4.0,best foods excellent chose foods,15,3.8,0,0.0,2,59,8
2,0.5,0.5,4.0,needed,15,3.8,0,0.0,2,59,8
0,-0.2,0.0,4.0,faltu plz waste ur time,15,3.8,0,0.0,2,59,8
2,1.0,0.3,4.0,best food thank recipe book,15,3.8,0,0.0,2,59,8
2,0.6,0.6000000000000001,4.0,love good,15,3.8,0,0.0,2,59,8
2,1.0,1.0,4.0,like superb,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good v good,15,3.8,0,0.0,2,59,8
2,0.5,0.5,4.0,healthy,15,3.8,0,0.0,2,59,8
2,0.3333333333333333,0.5,4.0,quick read,15,3.8,0,0.0,2,59,8
2,0.8,0.75,4.0,great ideas,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good,15,3.8,0,0.0,2,59,8
2,0.35,0.65,4.0,cool,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good,15,3.8,0,0.0,2,59,8
2,1.0,0.3,4.0,best best,15,3.8,0,0.0,2,59,8
2,0.8,0.75,4.0,great great,15,3.8,0,0.0,2,59,8
2,1.0,0.8333333333333334,4.0,food list easy predibetic scared said potatoes rice bread never told could eat supplied paperwork stating things could happen tells get works thank calming app get,15,3.8,0,0.0,2,59,8
2,0.5166666666666667,0.525,4.0,great wife wife enjoy much kinda person like follow health diet spending much time front pc find appropriate diet food found magnificent app thank thumbs,15,3.8,0,0.0,2,59,8
2,0.6749999999999999,0.4666666666666666,4.0,great interesting useful application like,15,3.8,0,0.0,2,59,8
0,-0.8,0.8,4.0,crap work,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,starr download,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,like helpful,15,3.8,0,0.0,2,59,8
2,0.4666666666666667,0.8333333333333333,4.0,nice super get,15,3.8,0,0.0,2,59,8
2,0.6,1.0,4.0,nice nice collection,15,3.8,0,0.0,2,59,8
2,0.1,1.0,4.0,wow,15,3.8,0,0.0,2,59,8
2,0.4333333333333333,0.3666666666666667,4.0,interesting interesting info think worth storage space phone rather research computer print list neat idea make life easier provide entertainment expect app,15,3.8,0,0.0,2,59,8
2,0.4361111111111111,0.5968253968253968,4.0,luv simple easy understand well thought follow step step problems see results also luv apps gives food choices looks like foundation keep good work,15,3.8,0,0.0,2,59,8
2,0.2624999999999999,0.45,4.0,good good u net connection u ca play much good,15,3.8,0,0.0,2,59,8
2,0.712121212121212,0.7348484848484849,4.0,awesome resources begin new journey ca see great results,15,3.8,0,0.0,2,59,8
0,-0.3249999999999999,0.475,4.0,boring thought actually texts poor old texts,15,3.8,0,0.0,2,59,8
2,0.3999999999999999,0.4000000000000001,4.0,love app gives way good idea buying store eating daily basis,15,3.8,0,0.0,2,59,8
2,0.5791666666666666,0.6833333333333332,4.0,great really best unique provides detailed information food nutritious staying healthy hats developer giving free,15,3.8,0,0.0,2,59,8
2,0.4107142857142857,0.2857142857142857,4.0,nothing special could find anything useful,15,3.8,0,0.0,2,59,8
2,0.5,0.5333333333333333,4.0,ok love ok,15,3.8,0,0.0,2,59,8
2,1.0,0.5333333333333333,4.0,like eat delicious food cooking food case best foods helps lot also best shelf life,15,3.8,0,0.0,2,59,8
2,0.25,0.2884615384615384,4.0,help eating healthy exercise regular basis,15,3.8,0,0.0,2,59,8
2,0.4,0.875,4.0,works great especially going grocery store,15,3.8,0,0.0,2,59,8
2,1.0,0.3,4.0,best idea us,15,3.8,0,0.0,2,59,8
2,1.0,0.3,4.0,best way,15,3.8,0,0.0,2,59,8
2,0.6000000000000001,0.9,4.0,amazing,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,looking forward app,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,helpful site help foods get,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good,15,3.8,0,0.0,2,59,8
2,0.2,0.1,4.0,useful information amount spelling errors questions validity information shared fixed stars given,15,3.8,0,0.0,2,59,8
2,0.75,0.875,4.0,thank great app add arthritis eyes immunity detox foods please,15,3.8,0,0.0,2,59,8
2,0.9921875,0.8666666666666667,4.0,greatest ever completely awesome maintain health must ppl love,15,3.8,0,0.0,2,59,8
2,0.5499999999999999,0.5111111111111112,4.0,good health good health first priority,15,3.8,0,0.0,2,59,8
2,0.45,1.0,4.0,health important world either life think,15,3.8,0,0.0,2,59,8
2,0.6,0.6666666666666666,4.0,mrs sunita bhati thankful developers make kind app really good healthy food body,15,3.8,0,0.0,2,59,8
2,0.295,0.1,4.0,useful diabetes age need control sugar thanks,15,3.8,0,0.0,2,59,8
2,1.0,1.0,4.0,one greatest apps,15,3.8,0,0.0,2,59,8
2,0.6499999999999999,0.8,4.0,good nice,15,3.8,0,0.0,2,59,8
2,0.35,0.35,4.0,healthy really helped,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,god health,15,3.8,0,0.0,2,59,8
2,0.78125,0.5,4.0,health always top priority,15,3.8,0,0.0,2,59,8
2,0.65,0.5,4.0,excellent useful,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,found lot wealth form health,15,3.8,0,0.0,2,59,8
2,0.4,1.0,4.0,found important,15,3.8,0,0.0,2,59,8
2,0.5,0.5,4.0,healthy eating,15,3.8,0,0.0,2,59,8
2,0.8049999999999999,0.6900000000000002,4.0,good simply good,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,test,15,3.8,0,0.0,2,59,8
2,0.2,0.2,4.0,thanks advice downloaded adobe reader still ca get recipe book,15,3.8,0,0.0,2,59,8
0,-0.5,0.5,4.0,recipe book unable recipe book,15,3.8,0,0.0,2,59,8
2,0.45,0.75,4.0,absolutely fabulous phenomenal,15,3.8,0,0.0,2,59,8
2,0.65,0.675,4.0,great love food,15,3.8,0,0.0,2,59,8
2,0.6,0.6,4.0,excellent really works,15,3.8,0,0.0,2,59,8
2,1.0,0.3,4.0,best,15,3.8,0,0.0,2,59,8
2,0.1866161616161616,0.3563131313131313,4.0,wealth information informative easy understand ads middle page interupted read update ad comment objection ads literally position ads smack dab middle new spartphones apps didnt know click eveything saw full review,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,description good,15,3.8,0,0.0,2,59,8
2,0.65,0.675,4.0,great app love,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good,15,3.8,0,0.0,2,59,8
2,0.4499999999999999,0.55,4.0,loved helpful,15,3.8,0,0.0,2,59,8
2,0.6,0.55,4.0,good healthy foods,15,3.8,0,0.0,2,59,8
0,-0.2,0.0,4.0,waste time needs internet time n ask calls information,15,3.8,0,0.0,2,59,8
2,0.5,0.15,4.0,best thing lost ten lbs two months help tips,15,3.8,0,0.0,2,59,8
2,0.44375,0.4125,4.0,ten best food promote good health good health essential long healthy lifestyle make habit eat foods promote good health eat fruits veggies every day,15,3.8,0,0.0,2,59,8
2,0.5666666666666667,0.5333333333333333,4.0,healthy food really good information eat healthy,15,3.8,0,0.0,2,59,8
2,0.55,0.8,4.0,mom dad important thing good share,15,3.8,0,0.0,2,59,8
2,0.1,0.15,4.0,big thanks ds got bst gd health,15,3.8,0,0.0,2,59,8
2,0.75,0.525,4.0,lovely best everyone needs,15,3.8,0,0.0,2,59,8
2,0.3,0.8,4.0,love lost far,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,like,15,3.8,0,0.0,2,59,8
2,0.2,0.2,4.0,thanks helpful app,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good food really good eat,15,3.8,0,0.0,2,59,8
2,0.2,0.2,4.0,thanks thank u much,15,3.8,0,0.0,2,59,8
2,0.6,0.6000000000000001,4.0,love really good,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,helpful,15,3.8,0,0.0,2,59,8
2,0.5,0.6,4.0,love,15,3.8,0,0.0,2,59,8
2,0.39,0.0,4.0,useful,15,3.8,0,0.0,2,59,8
2,0.65,0.675,4.0,great love,15,3.8,0,0.0,2,59,8
2,0.2,0.3,4.0,informative,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,luv,15,3.8,0,0.0,2,59,8
2,0.8,0.75,4.0,great,15,3.8,0,0.0,2,59,8
2,1.0,1.0,4.0,wonderful,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,work zero,15,3.8,0,0.0,2,59,8
2,0.3499999999999999,0.6666666666666666,4.0,weight loss bad,15,3.8,0,0.0,2,59,8
2,1.0,0.65,4.0,best foods excellent chose foods,15,3.8,0,0.0,2,59,8
2,0.5,0.5,4.0,needed,15,3.8,0,0.0,2,59,8
0,-0.2,0.0,4.0,faltu plz waste ur time,15,3.8,0,0.0,2,59,8
2,1.0,0.3,4.0,best food thank recipe book,15,3.8,0,0.0,2,59,8
2,0.6,0.6000000000000001,4.0,love good,15,3.8,0,0.0,2,59,8
2,1.0,1.0,4.0,like superb,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good v good,15,3.8,0,0.0,2,59,8
2,0.5,0.5,4.0,healthy,15,3.8,0,0.0,2,59,8
2,0.3333333333333333,0.5,4.0,quick read,15,3.8,0,0.0,2,59,8
2,0.8,0.75,4.0,great ideas,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good,15,3.8,0,0.0,2,59,8
2,0.35,0.65,4.0,cool,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good,15,3.8,0,0.0,2,59,8
2,0.7,0.6000000000000001,4.0,good,15,3.8,0,0.0,2,59,8
2,1.0,0.3,4.0,best best,15,3.8,0,0.0,2,59,8
2,0.8,0.75,4.0,great great,15,3.8,0,0.0,2,59,8
2,1.0,0.8333333333333334,4.0,food list easy predibetic scared said potatoes rice bread never told could eat supplied paperwork stating things could happen tells get works thank calming app get,15,3.8,0,0.0,2,59,8
2,0.5166666666666667,0.525,4.0,great wife wife enjoy much kinda person like follow health diet spending much time front pc find appropriate diet food found magnificent app thank thumbs,15,3.8,0,0.0,2,59,8
2,0.6749999999999999,0.4666666666666666,4.0,great interesting useful application like,15,3.8,0,0.0,2,59,8
0,-0.8,0.8,4.0,crap work,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,starr download,15,3.8,0,0.0,2,59,8
1,0.0,0.0,4.0,like helpful,15,3.8,0,0.0,2,59,8
2,0.4666666666666667,0.8333333333333333,4.0,nice super get,15,3.8,0,0.0,2,59,8
2,0.6,1.0,4.0,nice nice collection,15,3.8,0,0.0,2,59,8
2,0.1,1.0,4.0,wow,15,3.8,0,0.0,2,59,8
2,0.4333333333333333,0.3666666666666667,4.0,interesting interesting info think worth storage space phone rather research computer print list neat idea make life easier provide entertainment expect app,15,3.8,0,0.0,2,59,8
2,0.4361111111111111,0.5968253968253968,4.0,luv simple easy understand well thought follow step step problems see results also luv apps gives food choices looks like foundation keep good work,15,3.8,0,0.0,2,59,8
2,0.2624999999999999,0.45,4.0,good good u net connection u ca play much good,15,3.8,0,0.0,2,59,8
2,0.712121212121212,0.7348484848484849,4.0,awesome resources begin new journey ca see great results,15,3.8,0,0.0,2,59,8
0,-0.3249999999999999,0.475,4.0,boring thought actually texts poor old texts,15,3.8,0,0.0,2,59,8
2,0.3999999999999999,0.4000000000000001,4.0,love app gives way good idea buying store eating daily basis,15,3.8,0,0.0,2,59,8
2,0.5791666666666666,0.6833333333333332,4.0,great really best unique provides detailed information food nutritious staying healthy hats developer giving free,15,3.8,0,0.0,2,59,8
2,0.4107142857142857,0.2857142857142857,4.0,nothing special could find anything useful,15,3.8,0,0.0,2,59,8
2,0.5,0.5333333333333333,4.0,ok love ok,15,3.8,0,0.0,2,59,8
0,-1.0,1.0,3.8,horrible id verification,26,20.0,0,0.0,1,91,12
2,0.2366666666666666,0.3016666666666667,3.8,easy even basic korean searching english usually bring results products shipped overseas best search korean,26,20.0,0,0.0,1,91,12
2,0.35,0.65,3.8,cool,26,20.0,0,0.0,1,91,12
1,0.0,1.0,3.8,collect month refund said would call month,26,20.0,0,0.0,1,91,12
2,0.0027777777777777,0.3638888888888889,3.8,top bar missing newest update hard shop ca search,26,20.0,0,0.0,1,91,12
0,-0.390625,0.05,3.8,nothing missing,26,20.0,0,0.0,1,91,12
0,-0.325,0.65,3.8,refund takes long days still received money crazy,26,20.0,0,0.0,1,91,12
2,0.75,0.8,3.8,enjoying online shopping via app perfect,26,20.0,0,0.0,1,91,12
2,0.35,0.55,3.8,good enough,26,20.0,0,0.0,1,91,12
2,0.1704545454545454,0.4545454545454545,3.8,switching gmarket twice new face,26,20.0,0,0.0,1,91,12
2,0.0249999999999999,0.375,3.8,forced full screen popups,26,20.0,0,0.0,1,91,12
2,0.2833333333333333,0.4777777777777778,3.8,sound like want clear chrome pay android users pay chrome error fix app really true makgeolli,26,20.0,0,0.0,1,91,12
2,0.5,0.5,3.8,ok,26,20.0,0,0.0,1,91,12
0,-0.3083333333333333,0.4583333333333333,3.8,trying update every time stall still difficult search tired seeing categories category benefits getting less less,26,20.0,0,0.0,1,91,12
2,0.3999999999999999,0.8,3.8,try far good,26,20.0,0,0.0,1,91,12
0,-0.05,0.15,3.8,icon name strange updating,26,20.0,0,0.0,1,91,12
2,0.6,1.0,3.8,nice,26,20.0,0,0.0,1,91,12
2,1.0,0.3,3.8,best shop,26,20.0,0,0.0,1,91,12
2,0.1363636363636363,0.4545454545454545,3.8,forgot password ca get new,26,20.0,0,0.0,1,91,12
2,1.0,0.3,3.8,best,26,20.0,0,0.0,1,91,12
2,0.5,0.6,3.8,love,26,20.0,0,0.0,1,91,12
1,0.0,0.0,3.8,force update,26,20.0,0,0.0,1,91,12
2,0.5,0.6,3.8,love nature,26,20.0,0,0.0,1,91,12
1,0.0,0.0,3.8,language barrier understand korea want english,26,20.0,0,0.0,1,91,12
2,0.2857142857142857,0.5357142857142857,3.8,shipping view flexible view make right come,26,20.0,0,0.0,1,91,12
1,0.0,0.0,3.8,points want give points shortage clicked internet address could find product popped avenue app automatically turned automatically abducted use internet app,26,20.0,0,0.0,1,91,12
2,0.6,1.0,3.8,five star nice,26,20.0,0,0.0,1,91,12
2,0.1999999999999999,0.65,3.8,forced termination severe try view detailed information forcibly terminated,26,20.0,0,0.0,1,91,12
2,0.1666666666666666,0.5,3.8,open market revolution section open market mobile service still many page areas served mobile service interface also urgent level page loading understand limit source control product information provided sellers chronic problem problems arise loading coupons benefit management page,26,20.0,0,0.0,1,91,12
1,0.0,0.3333333333333333,3.8,english version hi possible english version thank,26,20.0,0,0.0,1,91,12
2,0.25,0.5625,3.8,phone authenticated otp call agent able find letter authentication also thing call counselor,26,20.0,0,0.0,1,91,12
0,-0.0868055555555555,0.3243055555555555,3.8,slowed since last update hard pay product give alive,26,20.0,0,0.0,1,91,12
2,0.7,0.6000000000000001,3.8,good good,26,20.0,0,0.0,1,91,12
0,-0.1944444444444444,0.4166666666666667,3.8,network error occurs app save state try try next time gone totally tough,26,20.0,0,0.0,1,91,12
1,0.0,0.0,3.8,problem language dont understand language used app advise keep option user choose language may prefer,26,20.0,0,0.0,1,91,12
2,0.6,1.0,3.8,nice nice apps,26,20.0,0,0.0,1,91,12
1,0.0,0.0,3.8,english language like,26,20.0,0,0.0,1,91,12
2,0.6000000000000001,0.775,4.7,great hassle free way order contacts got call reminding prescription expires tomorrow,20,26.0,0,0.0,1,67,23
0,-0.3,0.5,4.7,expensive expected thought saving money cutting middle man waaaaay convenient doctor office,20,26.0,0,0.0,1,67,23
2,0.2666666666666666,0.6333333333333333,4.7,super fast navigation brand checkout additional ads bs,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy step step process correct information took minutes place order,20,26.0,0,0.0,1,67,23
2,0.2166666666666666,0.9166666666666669,4.7,placing order easy especially paper copy rx update review receive order rebate,20,26.0,0,0.0,1,67,23
2,0.3979166666666667,0.675,4.7,super fast ordering reordering easy interface love convenience app,20,26.0,0,0.0,1,67,23
2,0.5,0.6,4.7,love makes getting contacts easy,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy use def recommend,20,26.0,0,0.0,1,67,23
2,0.2749999999999999,0.5416666666666667,4.7,love app super easy use ordered contacts less minute,20,26.0,0,0.0,1,67,23
2,0.3166666666666666,0.7166666666666667,4.7,easy use ordering process fast efficient,20,26.0,0,0.0,1,67,23
1,0.0,0.3571428571428571,4.7,simple cave man,20,26.0,0,0.0,1,67,23
2,0.2111111111111111,0.5968253968253968,4.7,simple fast easy use eye appointments,20,26.0,0,0.0,1,67,23
2,0.2875,0.4,4.7,user friendly,20,26.0,0,0.0,1,67,23
2,0.4877777777777778,0.8000000000000002,4.7,easy use love free shipping,20,26.0,0,0.0,1,67,23
2,0.5633333333333334,1.0,4.7,easy use,20,26.0,0,0.0,1,67,23
1,0.0,0.0,4.7,dope,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy affordable,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy,20,26.0,0,0.0,1,67,23
2,0.8,0.75,4.7,great,20,26.0,0,0.0,1,67,23
2,0.8385416666666667,0.7916666666666667,4.7,easy app made ordering contacts breeze great prices,20,26.0,0,0.0,1,67,23
0,-0.1666666666666666,0.0666666666666666,4.7,need sense giving anything less stars,20,26.0,0,0.0,1,67,23
2,0.5,1.0,4.7,worked well glad,20,26.0,0,0.0,1,67,23
1,0.0,0.0,4.7,hell lot easier thought would,20,26.0,0,0.0,1,67,23
2,0.3390151515151515,0.6439393939393939,4.7,made getting new contacts easy,20,26.0,0,0.0,1,67,23
2,0.5263888888888889,0.7000000000000001,4.7,love app easy super convenient,20,26.0,0,0.0,1,67,23
2,0.25,0.3333333333333333,4.7,hopefully work well first time user,20,26.0,0,0.0,1,67,23
1,0.0,0.0,4.7,contacts shipped time efficient,20,26.0,0,0.0,1,67,23
2,0.5633333333333334,1.0,4.7,easy,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy access,20,26.0,0,0.0,1,67,23
0,-0.125,0.5166666666666666,4.7,first time app always used doctors office stand behind tore contacts hoping solve problem,20,26.0,0,0.0,1,67,23
2,0.1666666666666666,0.4125,4.7,months later still notify expired lenses useless lens notifications work successfully pushes alerts discounts fundamental reason keep running lens expiration notification work notification settings fine,20,26.0,0,0.0,1,67,23
2,0.5444444444444444,0.7055555555555556,4.7,good prices exceptional customer service order sent particular fault begin thoroughly checking information completing order emailed got response rather quickly hours correction made receiving free overnight shipping ensure getting lenses promptly wonderful,20,26.0,0,0.0,1,67,23
2,0.5130952380952382,0.6476190476190478,4.7,quick easy order contacts app love really saves time money makes extremely happy got love free market capitalism,20,26.0,0,0.0,1,67,23
2,0.3875,0.5791666666666666,4.7,ordered sunday got call verifying last name recently married scheduled shipped monday happy customer,20,26.0,0,0.0,1,67,23
1,0.0,0.0,4.7,took seconds find rx get contacts ordered convenient,20,26.0,0,0.0,1,67,23
2,0.1513888888888889,0.478968253968254,4.7,short simple sweet super easy took less mins order contacts plus savings,20,26.0,0,0.0,1,67,23
2,0.2833333333333333,0.5944444444444444,4.7,super easy super cheap cheaper actually going optometrist good deals shipping,20,26.0,0,0.0,1,67,23
2,0.3411111111111111,0.3777777777777777,4.7,useful streamlines eye care needs recommend contact wearers reliable shipping easy well,20,26.0,0,0.0,1,67,23
2,0.2816666666666667,0.5333333333333333,4.7,easy use remembered last order figure,20,26.0,0,0.0,1,67,23
2,0.5416666666666667,0.8333333333333334,4.7,well designed easy convenient,20,26.0,0,0.0,1,67,23
2,0.6000000000000001,0.775,4.7,great hassle free way order contacts got call reminding prescription expires tomorrow,20,26.0,0,0.0,1,67,23
0,-0.3,0.5,4.7,expensive expected thought saving money cutting middle man waaaaay convenient doctor office,20,26.0,0,0.0,1,67,23
2,0.2666666666666666,0.6333333333333333,4.7,super fast navigation brand checkout additional ads bs,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy step step process correct information took minutes place order,20,26.0,0,0.0,1,67,23
2,0.2166666666666666,0.9166666666666669,4.7,placing order easy especially paper copy rx update review receive order rebate,20,26.0,0,0.0,1,67,23
2,0.3979166666666667,0.675,4.7,super fast ordering reordering easy interface love convenience app,20,26.0,0,0.0,1,67,23
2,0.5,0.6,4.7,love makes getting contacts easy,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy use def recommend,20,26.0,0,0.0,1,67,23
2,0.2749999999999999,0.5416666666666667,4.7,love app super easy use ordered contacts less minute,20,26.0,0,0.0,1,67,23
2,0.3166666666666666,0.7166666666666667,4.7,easy use ordering process fast efficient,20,26.0,0,0.0,1,67,23
1,0.0,0.3571428571428571,4.7,simple cave man,20,26.0,0,0.0,1,67,23
2,0.2111111111111111,0.5968253968253968,4.7,simple fast easy use eye appointments,20,26.0,0,0.0,1,67,23
2,0.2875,0.4,4.7,user friendly,20,26.0,0,0.0,1,67,23
2,0.4877777777777778,0.8000000000000002,4.7,easy use love free shipping,20,26.0,0,0.0,1,67,23
2,0.5633333333333334,1.0,4.7,easy use,20,26.0,0,0.0,1,67,23
1,0.0,0.0,4.7,dope,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy affordable,20,26.0,0,0.0,1,67,23
2,0.4333333333333333,0.8333333333333334,4.7,easy,20,26.0,0,0.0,1,67,23
2,0.8,0.75,4.7,great,20,26.0,0,0.0,1,67,23
2,0.8385416666666667,0.7916666666666667,4.7,easy app made ordering contacts breeze great prices,20,26.0,0,0.0,1,67,23
0,-0.1666666666666666,0.0666666666666666,4.7,need sense giving anything less stars,20,26.0,0,0.0,1,67,23
2,0.5,1.0,4.7,worked well glad,20,26.0,0,0.0,1,67,23
1,0.0,0.0,4.7,hell lot easier thought would,20,26.0,0,0.0,1,67,23
2,0.3390151515151515,0.6439393939393939,4.7,made getting new contacts easy,20,26.0,0,0.0,1,67,23
2,0.5263888888888889,0.7000000000000001,4.7,love app easy super convenient,20,26.0,0,0.0,1,67,23
